콘텐츠아이디,콘텐츠분류,제목,언어,타이틀,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크주소,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,웹사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문웹사용여부,중문웹사용여부,일문웹사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,소셜네트워크공유수,인기점수,트립어드바이저코드,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지검색어자동여부,영문페이지검색어자동여부,중문페이지검색어자동여부,일문페이지검색어자동여부,사진공유수,번체웹사용여부,말레이어웹사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체검색어자동여부,말레이어검색어자동여부
CNTS_200000000006529,관광지,3.53E+23,국문,,,서울 강남구 청담동 39-14 ,서울 강남구 학동로55길 12-1 (청담동) ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-24,anonymous,2018-06-05,0,,,-,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_200000000006534,관광지,2.34E+11,국문,,,서울 강북구 미아동 791-2841 ,서울 강북구 삼양로67길 6-7 (미아동) ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-24,anonymous,2018-06-05,0,,,823-142,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_200000000006535,관광지,2.34E+11,국문,,,서울 강북구 미아동 791-2841 ,서울 강북구 삼양로67길 6-7 (미아동) ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-24,anonymous,2018-06-05,0,,,823-142,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_200000000006536,관광지,2.34E+11,국문,,,서울 강북구 미아동 791-2841 ,서울 강북구 삼양로67길 6-7 (미아동) ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-24,anonymous,2018-06-05,0,,,823-142,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000020695,음식점,돼지촌,국문,돼지촌,,제주특별자치도 제주시 노형동 934-1,제주특별자치도 제주시 원노형남1길 28,33.4838334,126.4834518,y,5,,1380,,0,1,3,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-25,anonymous,2023-03-15,0,2765,9323182,63082,n,2016-11-25,2016-11-25,2016-11-25,2016-11-25,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020751,음식점,순천미향,국문,순천미향,,제주특별자치도 서귀포시 안덕면 사계리 163-6,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73,33.23567,126.31256,y,4,,2558,,0,2,10,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-29,anonymous,2023-03-15,1,5126,,63528,n,2016-11-29,2016-11-29,2016-11-29,2016-11-29,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000020469,음식점,달자카페,국문,달자카페,,제주특별자치도 제주시 애월읍 구엄리 545,제주특별자치도 제주시 애월읍 애월해안로 738,33.483532,126.379944,y,5,,3885,,1,2,11,0,0,y,y,y,y,y,2018-12-11,y,y,y,y,y,y,y,y,y,y,y,y,2018-12-11,2018-12-11,2018-12-11,anonymous,2016-11-22,anonymous,2023-03-15,0,7783,,63049,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,y,n,n,n,5,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022351,숙박,동백동산펜션,국문,동백동산펜션,,제주시 조천읍 선흘리 999,제주시 조천읍 북흘로 378,33.516254,126.70612,y,,,831,,0,0,0,0,0,y,y,y,y,y,2019-06-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-08-04,anonymous,2023-03-14,0,1662,,,n,2017-08-04,2017-08-04,2017-08-04,2017-08-04,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022352,숙박,우리희망이 게스트하우스,국문,우리희망이 게스트하우스,,제주시 조천읍 신흥리 487,제주시 조천읍 신흥관전길 60-1,33.546017,126.64951,y,5,,3294,,5,1,7,0,1,y,y,y,y,y,2019-07-18,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-08-04,anonymous,2023-03-15,10,6608,,,n,2017-08-04,2017-08-04,2017-08-04,2017-08-04,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000018821,숙박,관식이네민박,국문,관식이네민박,,제주특별자치도 제주시 한경면 낙천리 1931-1,제주특별자치도 제주시 한경면 낙원로 168,33.32565,126.227196,y,,,753,,0,0,0,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-14,anonymous,2022-02-14,0,1506,,63004,n,2016-10-14,2016-10-14,2016-10-14,2016-10-14,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021161,숙박,하도리민박,국문,하도리민박,,제주특별자치도 제주시 구좌읍 하도리 1412-1,제주특별자치도 제주시 구좌읍 문주란로 22-1,33.518147,126.88513,y,5,blog.naver.com/hadori22_1,6104,,0,2,7,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-21,anonymous,2023-03-15,3,12218,,63363,n,2016-12-21,2016-12-21,2016-12-21,2016-12-21,n,n,n,n,6,,,,,,,,,,,,,,
CNTS_000000000019157,숙박,UTS제주골프빌리지,국문,UTS제주골프빌리지,,제주도 제주시 애월읍 광령리 2807-3,제주도 제주시 애월읍 광령평화2길 170-2,33.430923,126.4344,y,,,1574,,0,0,1,0,0,y,y,y,y,y,2019-06-24,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-19,anonymous,2023-03-15,1,3148,,,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021472,음식점,모디카,국문,모디카,,제주특별자치도 제주시 한림읍 한림리 905-19,제주특별자치도 제주시 한림읍 한림상로 134-5,33.41082,126.26766,y,5,http://www.facebook.com/ristorantemodica,3120,,0,2,7,0,0,y,y,y,y,y,2018-11-30,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-27,anonymous,2023-03-15,0,6250,,63028,n,2016-12-27,2016-12-27,2016-12-27,2016-12-27,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020252,음식점,먹쿠슬낭여행자카페,국문,먹쿠슬낭여행자카페,,제주특별자치도 제주시 오라삼동 2319-8,제주특별자치도 제주시 오라로 24,33.4980411,126.5070556,y,,,3167,,0,0,5,0,0,y,y,y,y,y,2019-10-28,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-28,2019-10-28,2019-10-28,anonymous,2016-11-16,anonymous,2023-03-14,0,6334,9405471,,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,y,y,y,,y,,y,,y,,y,,2019-10-28,,2019-10-28,,y,
CNTS_000000000022270,음식점,Jeju in aA카페,국문,Jeju in aA카페,,제주특별자치도 제주시 구좌읍 한동리 8-8,제주특별자치도 제주시 구좌읍 계룡길 26-20,33.5383891,126.8365839,y,,https://www.instagram.com/jeju_in_aa/,2324,,0,0,1,0,0,y,y,y,y,y,2019-10-28,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-28,2019-10-28,2019-10-28,anonymous,2017-07-31,anonymous,2023-03-14,1,4648,,,n,2017-07-31,2017-07-31,2017-07-31,2017-07-31,y,y,y,y,,y,,y,,y,,y,,2019-10-28,,2019-10-28,,y,
CNTS_000000000020267,관광지,돝오름(돗오름),국문,돝오름(돗오름),,제주특별자치도 제주시 구좌읍 송당리 산 3,제주특별자치도 제주시 구좌읍 송당리 산 3,33.481293,126.8003,y,5,,3244,,1,1,7,0,0,y,y,n,y,y,2019-08-21,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-21,2019-08-21,2019-08-21,anonymous,2016-11-16,anonymous,2023-03-15,0,6496,,,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,y,y,y,1,y,,y,,y,,y,,2019-08-21,,2019-08-21,,y,
CNTS_000000000021954,관광지,오름열기구투어,국문,오름열기구투어,,제주특별자치도 제주시 구좌읍 송당리 1460,제주특별자치도 제주시 구좌읍 송당6길 15-1,33.46908,126.78622,y,5,,4215,,0,1,20,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-05-24,anonymous,2023-03-15,0,8430,,63355,n,2017-05-24,2017-05-24,2017-05-24,2017-05-24,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_200000000012535,음식점,마이티커피,국문,마이티커피,,제주특별자치도 제주시 이도이동 2016-15,제주특별자치도 제주시 구남동6길 11,33.4882175,126.5379648,y,0,http://www.facebook.com/mightycoffee,3,,0,0,0,0,0,y,y,n,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2021-12-29,goeuncnd,2022-03-25,1,6,,,n,2021-12-29,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000021034,관광지,예초리,국문,예초리,,제주특별자치도 제주시 추자도 예초리,제주특별자치도 제주시 추자도 예초리,33.947014,126.3201,y,,,1578,,1,0,2,0,0,y,y,y,y,y,2019-08-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-15,anonymous,2023-03-15,0,3159,,,n,2016-12-15,2016-12-15,2016-12-15,2016-12-15,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021038,음식점,시즌박스,국문,시즌박스,,제주특별자치도 서귀포시 남원읍 위미리 1884-4,제주특별자치도 서귀포시 남원읍 태위로 154,33.274986,126.66403,y,,http://blog.naver.com/seasonbox_,2162,,0,0,6,0,0,y,y,n,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-15,anonymous,2023-01-16,0,4324,9276993,63610,n,2016-12-15,2016-12-15,2016-12-15,2016-12-15,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021039,숙박,한옥휴양타운펜션,국문,한옥휴양타운펜션,,제주특별자치도 제주시 추자면 신양리 874-11,제주특별자치도 제주시 추자면 석두리길 4,33.9354341,126.3227638,y,1,,1588,,2,1,1,0,0,y,y,n,y,y,2019-06-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-15,anonymous,2023-03-15,0,3187,,,n,2016-12-15,2016-12-15,2016-12-15,2016-12-15,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020985,관광지,쇠와꽃 승마장,국문,쇠와꽃 승마장,,제주특별자치도 서귀포시 성산읍 고성리 354-1,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17,33.44715,126.920296,y,5,,7146,,0,2,60,0,0,y,y,y,y,y,2019-08-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-14,anonymous,2023-03-15,14,14302,,63641,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000021103,관광지,청수곶자왈,국문,청수곶자왈,,제주특별자치도 제주시 한경면 청수리 1571,제주특별자치도 제주시 한경면 대한로 1036,33.305817,126.26187,y,4,,18330,,6,6,95,0,2,y,y,y,y,y,2019-08-21,y,y,y,y,m,m,y,y,y,y,y,y,2019-08-21,,,anonymous,2016-12-18,anonymous,2023-03-15,23,36708,,63006,n,2016-12-18,2019-05-28,2016-12-18,2016-12-18,y,y,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021461,관광지,구엄포구,국문,구엄포구,,제주특별자치도 제주시 애월읍 구엄리,제주특별자치도 제주시 애월읍 구엄리,33.479736,126.381935,y,,,3917,,0,0,14,0,0,y,y,y,y,y,2019-08-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-27,anonymous,2023-03-14,2,7834,,,n,2016-12-27,2016-12-27,2016-12-27,2016-12-27,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021463,관광지,선흘1리,국문,선흘1리,,제주특별자치도 제주시 조천읍 선흘리 1207-2,제주특별자치도 제주시 조천읍 중산간동로 1280,33.51144,126.70519,y,5,,3933,,0,1,8,0,1,y,y,y,y,y,2018-06-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-27,anonymous,2023-03-15,0,7871,,63340,n,2016-12-27,2016-12-27,2016-12-27,2016-12-27,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021047,음식점,커피코알라,국문,커피코알라,,제주특별자치도 제주시 연동 1400-2,제주특별자치도 제주시 과원북4길 71,33.48121,126.48916,y,,blog.naver.com/cym76,1083,,0,0,1,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-15,anonymous,2023-03-15,0,2166,9142979,63138,n,2016-12-15,2016-12-15,2016-12-15,2016-12-15,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022501,테마여행,(일특)소중한 나를 위한 선물 <제주로 럭셔리 스파 여행 떠나기>,국문,(일특)소중한 나를 위한 선물 <제주로 럭셔리 스파 여행 떠나기>,,,,0,0,y,,,11464,,1,0,0,0,0,y,y,n,y,y,,y,y,y,y,m,y,y,y,y,y,y,y,,,,anonymous,2017-08-17,anonymous,2023-03-15,0,22931,,,n,2017-08-17,2017-08-17,2017-08-17,2017-08-17,n,n,n,n,,,y,,y,,y,,y,,2019-02-18,,2019-02-18,,n
CNTS_000000000020966,관광지,굴동포구,국문,굴동포구,,제주특별자치도 제주시 구좌읍 하도리,제주특별자치도 제주시 구좌읍 해맞이해안로,33.514984,126.88177,y,,,2602,,0,0,3,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-14,anonymous,2023-03-15,1,5204,,63363,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000009139,숙박,스테이 협재10길 ,국문,,,제주특별자치도 제주시 한림읍 협재리 1506-1 스테이 협재10길,제주특별자치도 제주시 한림읍 협재10길 3 (협재리) 스테이 협재10길,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2019-08-21,anonymous,2019-08-21,0,,,-,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000500043,관광지,"걸서악(서걸세,걸세오름)",국문,"걸서악(서걸세,걸세오름)",,제주특별자치도 서귀포시 남원읍 하례리 산 127-1,제주특별자치도 서귀포시 남원읍 하례로381번길 23,33.3420367,126.5884214,y,,,1153,,0,0,0,0,0,y,y,n,y,y,2019-10-08,y,y,y,y,y,y,n,n,n,y,y,y,2019-10-08,2019-10-08,2019-10-08,anonymous,2016-05-30,anonymous,2022-07-06,0,2306,,63613,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-10-08,,2019-10-08,,y,
CNTS_000000000021263,음식점,블리케이크,국문,블리케이크,,제주특별자치도 제주시 아라2동 3002-12,제주특별자치도 제주시 신설로6길 8 1층,33.476097,126.5543,y,5,,2264,,0,2,8,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-23,anonymous,2023-03-15,0,4538,8917160,63227,n,2016-12-23,2016-12-23,2016-12-23,2016-12-23,y,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000021462,관광지,비자림로(드라이브코스),국문,비자림로(드라이브코스),,제주특별자치도 제주시 구좌읍 송당리,,33.45765,126.77281,y,5,,3486,,4,6,96,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-27,anonymous,2023-03-15,1,6989,,,n,2016-12-27,2016-12-27,2016-12-27,2016-12-27,n,n,n,n,13,,,,,,,,,,,,,,
CNTS_000000000021084,숙박,도시락게스트하우스,국문,도시락게스트하우스,,제주특별자치도 서귀포시 성산읍 성산리 196-2,제주특별자치도 서귀포시 성산읍 성산중앙로 48,33.463905,126.93419,y,5,,1558,,0,1,0,0,0,y,y,y,y,y,2019-06-24,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-18,anonymous,2023-03-15,0,3121,,63643,n,2016-12-18,2016-12-18,2016-12-18,2016-12-18,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020836,음식점,달마야해물탕,국문,달마야해물탕,,제주특별자치도 제주시 조천읍 북촌리 1363-1,제주특별자치도 제주시 조천읍 북촌7길 37,33.5511417,126.6933531,y,3,,1796,,0,1,8,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-05,anonymous,2023-03-15,0,3597,,63268,n,2016-12-05,2016-12-05,2016-12-05,2016-12-05,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020850,숙박,호텔섬오름,국문,호텔섬오름,,제주특별자치도 서귀포시 법환동 1513,제주특별자치도 서귀포시 막숙포로 114,33.232906,126.51082,y,4,,2476,,1,2,3,0,0,y,y,n,y,y,2019-06-25,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-12-06,anonymous,2023-03-15,0,4965,6104672,63573,n,2016-12-06,2016-12-06,2016-12-06,2016-12-06,n,n,n,n,1,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000020935,관광지,동일리포구,국문,동일리포구,,제주특별자치도 서귀포시 대정읍 동일리,제주특별자치도 서귀포시 대정읍 동일리,33.225437,126.24133,y,5,,2782,,0,1,3,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-13,anonymous,2023-03-15,0,5569,,,n,2016-12-13,2016-12-13,2016-12-13,2016-12-13,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000018363,음식점,우수미회센타,국문,우수미회센타,,제주특별자치도 제주시 연동 1533-3,제주특별자치도 제주시 연화로2길 24-1,33.4772855,126.4899617,y,4,,2793,,0,4,2,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2023-03-15,0,5606,,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000022691,관광지,오라동 청보리-메밀꽃밭,국문,오라동 청보리-메밀꽃밭,,제주특별자치도 제주시 오라2동 산 76,제주특별자치도 제주시 오라2동 산 76,33.426865,126.505775,y,5,,49891,,25,36,596,0,1,y,y,y,y,y,2019-08-05,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-05,2019-08-05,2018-10-02,anonymous,2017-10-31,anonymous,2023-03-15,95,100037,,,n,2017-10-31,2018-08-20,2018-08-22,2018-08-22,y,y,y,y,87,y,,y,,y,,y,,2019-08-05,,2019-08-05,,y,
CNTS_000000000018310,음식점,아서원,국문,아서원,,제주특별자치도 서귀포시 하효동 629-2,서귀포시 일주동로 8143,33.260357,126.61733,y,5,,1565,,0,1,9,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2023-03-15,0,3135,2391011,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000022869,관광지,큰넓궤,국문,큰넓궤,,제주특별자치도 서귀포시 안덕면 동광리 90 일대,제주특별자치도 서귀포시 안덕면 동광리 90 일대,33.31075,126.357635,y,5,,2997,,2,3,4,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-28,anonymous,2023-03-15,0,6015,,,n,2018-03-28,2018-03-28,2018-03-28,2018-03-28,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000018293,관광지,제주항 국제크루즈터미널,국문,제주항 국제크루즈터미널,,제주특별자치도 제주시 건입동 908-18,제주특별자치도 제주시 임항로 191,33.526657,126.54367,y,5,,958,,0,1,3,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2023-03-15,0,1916,,63280,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,n,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000018392,음식점,꿈꾸는 흰당나귀,국문,꿈꾸는 흰당나귀,,제주특별자치도 제주시 이도2동 1765-3,제주특별자치도 제주시 이도2동 1765-3,33.49793,126.529305,y,4,,1536,,0,7,17,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-07,anonymous,2023-03-15,1,3112,9073093,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,9,,,,,,,,,,,,,,
CNTS_000000000022822,음식점,갓포하루,국문,갓포하루,,제주특별자치도 서귀포시 중문동 2015-1,제주특별자치도 서귀포시 중문상로 46 1층,33.252346,126.42603,y,5,,11526,,13,6,42,0,0,y,y,n,y,y,2018-10-30,y,y,y,y,y,y,y,y,y,y,y,y,2018-10-30,2018-10-30,2018-10-30,anonymous,2018-03-16,anonymous,2023-03-15,18,23121,,63545,n,2018-03-16,2018-10-30,2018-10-30,2018-10-30,y,y,y,y,14,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000022805,관광지,제주해양동물박물관,국문,제주해양동물박물관,,제주특별자치도 서귀포시 성산읍 수산리 3233,제주특별자치도 서귀포시 성산읍 서성일로 689-21,33.42965,126.855606,y,5,www.instagram.com/jejumarineam,25906,,15,15,175,0,2,y,y,y,y,y,2019-08-22,y,y,y,y,m,m,y,y,y,y,y,y,2022-07-07,,,anonymous,2018-02-13,anonymous,2023-03-15,15,51932,,63631,n,2018-02-13,2022-07-07,2018-02-13,2018-02-13,y,y,n,n,15,,,,,,,,,,,,,,
CNTS_000000000022844,관광지,박성내,국문,박성내,,제주특별자치도 제주시 아라2동 1370-6,제주특별자치도 제주시 기자길 5,33.4849094,126.5439165,y,5,,1871,,1,1,2,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-27,anonymous,2023-03-15,1,3750,,,n,2018-03-27,2018-03-27,2018-03-27,2018-03-27,y,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000001169,음식점,남경미락,국문,남경미락,,제주특별자치도 서귀포시 안덕면 사계남로 190-7,제주특별자치도 서귀포시 안덕면 사계남로 190-7,33.230217,126.30895,y,5,,4271,,1,4,13,0,0,y,y,y,y,y,2018-05-10,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2023-03-15,7,8565,,,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020910,음식점,달잠키친,국문,달잠키친,,제주특별자치도 제주시 조천읍 함덕리 286-8,제주특별자치도 제주시 조천읍 신북로 601,33.5400927,126.6737661,y,4,,3282,,0,2,22,0,0,y,y,n,y,y,2019-04-12,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-12,anonymous,2023-03-15,1,6574,,63361,n,2016-12-12,2016-12-12,2016-12-12,2016-12-12,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000018958,음식점,산호사 해녀의집,국문,산호사 해녀의집,,제주특별자치도 제주시 우도면 연평리 2565,제주특별자치도 제주시 우도면 연평리 2565,33.501892,126.94387,y,5,,1584,,0,1,6,0,0,y,y,y,y,y,2018-06-12,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-17,anonymous,2023-03-15,1,3173,,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000021064,관광지,김녕해안도로,국문,김녕해안도로,,제주특별자치도 제주시 구좌읍 김녕리,제주특별자치도 제주시 구좌읍 김녕리,33.55654,126.7603,y,5,,6223,,4,5,168,0,0,y,y,y,y,y,2019-08-22,y,y,y,y,m,m,y,y,y,y,y,y,2019-09-17,,,anonymous,2016-12-17,anonymous,2023-03-15,0,12483,,,n,2016-12-17,2019-09-17,2016-12-17,2016-12-17,y,y,n,n,13,,,,,,,,,,,,,,
CNTS_000000000021519,쇼핑,세화해녀민속오일시장,국문,세화해녀민속오일시장,,제주특별자치도 제주시 구좌읍 세화리,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,33.526073,126.85757,y,5,,13404,,2,1,17,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-29,anonymous,2023-03-15,8,26819,,63361,n,2016-12-29,2016-12-29,2016-12-29,2016-12-29,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000022043,음식점,아이스크림연구소(우도점),국문,아이스크림연구소(우도점),,제주시 우도면 우도봉길 47,제주시 우도면 우도봉길 47,33.493546,126.95972,y,5,https://www.instagram.com/ice_cream_laboratoy/,1348,,2,3,6,0,1,y,y,y,y,y,2018-12-11,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-06-30,anonymous,2023-03-15,4,2717,13006789,,n,2017-06-30,2017-06-30,2017-06-30,2017-06-30,n,n,n,n,1,,,,,,,,,,,,,,
