콘텐츠아이디,콘텐츠분류,제목,언어,타이틀,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크주소,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,웹사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문웹사용여부,중문웹사용여부,일문웹사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,소셜네트워크공유수,인기점수,트립어드바이저코드,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지검색어자동여부,영문페이지검색어자동여부,중문페이지검색어자동여부,일문페이지검색어자동여부,사진공유수,번체웹사용여부,말레이어웹사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체검색어자동여부,말레이어검색어자동여부
CNTS_200000000011499,테마여행,Where to Experience Jeju's UNESCO Accredited Natural Wonders,영문,Where to Experience Jeju's UNESCO Accredited Natural Wonders,,,,,,y,0,,757,,0,0,0,0,0,,,,m,y,,y,,,y,m,m,y,,,y,,,2021-05-07,,,round7710,2021-05-07,round7710,2023-03-12,0,1514,,,n,,2021-05-07,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012604,음식점,그때그집 함덕,국문,그때그집 함덕,,제주특별자치도 제주시 조천읍 함덕리 1252-39,제주특별자치도 제주시 조천읍 조함해안로 486,33.5427051,126.66475,y,0,,529,,1,0,6,0,0,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2021-12-30,goeuncnd,2023-03-15,0,1061,,,n,2021-12-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012612,음식점,야시장맛통령,국문,야시장맛통령,,제주특별자치도 제주시 이도일동 1434,제주특별자치도 제주시 관덕로14길 16,33.511714,126.5260773,y,0,,194,,0,0,5,0,0,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2021-12-30,goeuncnd,2023-03-15,0,388,,,n,2021-12-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012752,음식점,서유기마라탕,국문,서유기마라탕,,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 F005동 1층,33.3017501,126.3206458,y,0,http://www.instagram.com/theseoyu001,351,,0,0,0,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,702,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012757,음식점,제주오일장반점 제주신화월드점,국문,제주오일장반점 제주신화월드점,,제주특별자치도 서귀포시 안덕면 서광리 2489,제주특별자치도 서귀포시 안덕면 녹차분재로 217,33.2986918,126.289961,n,0,,535,,0,0,0,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,1070,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012758,음식점,애월 우니담,국문,애월 우니담,,제주특별자치도 제주시 애월읍 고내리 350,제주특별자치도 제주시 애월읍 고내로13길 107,33.4725865,126.3484506,y,0,,396,,0,0,1,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,792,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012759,음식점,제주신화월드 윤경양식당,국문,제주신화월드 윤경양식당,,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,y,0,,712,,0,0,1,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,1424,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012764,음식점,중문수두리보말칼국수(중복 콘텐츠로 미공개),국문,중문수두리보말칼국수(중복 콘텐츠로 미공개),,제주특별자치도 서귀포시 중문동 2056-2,제주특별자치도 서귀포시 천제연로 192,33.2515765,126.4251078,y,4,http://www.instagram.com/suduribomal_noodle,394,,2,1,3,0,0,y,y,n,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,799,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012766,음식점,용두암해녀촌,국문,용두암해녀촌,,제주특별자치도 제주시 용담삼동 1034-41,제주특별자치도 제주시 용해로 11,33.5162976,126.5026305,y,0,,735,,0,0,1,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,1470,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012734,음식점,비브레이브커피로스터스,국문,비브레이브커피로스터스,,제주특별자치도 서귀포시 서호동 1525-2,제주특별자치도 서귀포시 서호중앙로 85-13,33.2784399,126.5169922,y,0,http://www.instagram.com/be_brave_korea,472,,0,0,0,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,944,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012742,쇼핑,서귀포농협하나로마트,국문,서귀포농협하나로마트,,제주특별자치도 서귀포시 토평동 880-1,제주특별자치도 서귀포시 516로 40,33.257487,126.5813173,y,0,,1071,,0,0,1,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,3,2142,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012746,음식점,부촌홍어,국문,부촌홍어,,제주특별자치도 제주시 도남동 911-16,제주특별자치도 제주시 도남로6길 1,33.496337,126.5247239,y,0,,605,,0,0,0,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,1210,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010800,관광지,마라도 섬투어,국문,마라도 섬투어,,제주특별자치도 서귀포시 대정읍 가파리 701,제주특별자치도 서귀포시 대정읍 마라로 65,33.1700179,126.271518,y,0,,2911,,1,0,23,0,0,y,y,y,y,y,2020-11-03,y,,,y,m,m,y,,,y,,,2021-02-15,,,iamsunon,2020-11-03,iamsunon,2023-03-15,1,5825,,,n,2020-11-03,2021-02-09,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012747,음식점,칠돈가 별관,국문,칠돈가 별관,,제주특별자치도 제주시 용담일동 189-3,제주특별자치도 제주시 남성로 43,33.5041319,126.5128129,y,0,,195,,0,0,2,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,390,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012753,음식점,고래라면 신화역사점,국문,고래라면 신화역사점,,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,y,0,,316,,0,0,0,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,632,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012761,음식점,매일통닭,국문,매일통닭,,제주특별자치도 서귀포시 서귀동 277-12,제주특별자치도 서귀포시 중앙로54번길 35,33.2498865,126.5632605,y,0,,253,,0,0,0,0,0,y,y,y,y,y,2022-01-10,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,506,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012770,음식점,맥파이탭룸,국문,맥파이탭룸,,제주특별자치도 제주시 회천동 1309,제주특별자치도 제주시 동회천1길 23,33.5030785,126.6173924,y,0,,0,,0,0,0,0,0,y,y,y,w,y,,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-05,goeuncnd,2022-03-16,0,,,,n,2022-01-05,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011995,관광지,김한미술관 & 카페3206,국문,김한미술관 & 카페3206,,제주특별자치도 제주시 한림읍 상대리 3206,제주특별자치도 제주시 한림읍 한상로 115,33.4090102,126.2872001,y,0,,1621,,0,0,4,0,0,y,y,y,y,y,2021-09-13,,,,m,m,m,,,,,,,,,,iamsunon,2021-09-13,iamsunon,2023-03-15,2,3242,,,n,2021-09-13,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010857,음식점,면사무소,국문,면사무소,,제주특별자치도 제주시 애월읍 신엄리 2791,제주특별자치도 제주시 애월읍 애월해안로 494,33.4783818,126.3570074,y,0,,1262,,0,0,0,0,0,y,y,y,y,y,2020-11-23,y,,,y,m,m,y,,,y,,,2021-02-04,,,anonymous,2020-11-18,anonymous,2023-03-15,0,2524,,-,n,,2021-02-03,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010858,테마여행,"제주마을산책 〈겨울, 남원읍〉 (상)",국문,"제주마을산책 〈겨울, 남원읍〉 (상)",,,,,,y,0,,5796,,2,0,0,0,0,y,y,y,y,y,2020-11-30,y,y,,y,y,m,y,n,,y,y,,2020-12-23,2020-12-17,,shaeiou,2020-11-19,shaeiou,2023-03-15,1,11598,,,n,2020-11-19,2020-12-23,2020-12-17,,y,y,y,n,0,y,,y,m,y,,y,,,,2022-04-15,,y,n
CNTS_200000000010874,테마여행,품격에 의미를 더하다  이리저리 둘러봐도 살 것뿐 <제주 기념품 숍>,국문,품격에 의미를 더하다  이리저리 둘러봐도 살 것뿐 <제주 기념품 숍>,,,,,,y,0,,4293,,0,0,0,0,0,y,y,y,y,y,2020-11-27,y,y,,y,y,m,y,y,,y,y,,2020-12-30,2021-02-09,,parksso33,2020-11-27,parksso33,2023-03-15,1,8586,,,n,2020-11-27,2020-12-30,2021-02-09,,y,y,y,n,0,y,,y,m,y,,y,,2021-02-09,,2021-02-09,,y,n
CNTS_200000000012467,축제/행사,Jeju JOLLY FIESTA winter event,영문,Jeju JOLLY FIESTA winter event,,,,33.4621583,126.52668,y,0,https://www.instagram.com/jollyfesta/,143,,0,0,0,0,0,,,,m,y,,y,,,y,m,m,y,,,y,,,2021-12-14,,,iamsunon,2021-12-14,iamsunon,2023-03-13,0,286,,,n,,2021-12-14,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012640,음식점,애월그때그집 본점,국문,애월그때그집 본점,,제주특별자치도 제주시 애월읍 애월리 407-6,제주특별자치도 제주시 애월읍 애월해안로 97,33.4663259,126.3243798,y,0,,589,,0,0,1,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,1178,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012641,음식점,싱싱잇,국문,싱싱잇,,제주특별자치도 제주시 한림읍 금능리 1282-1,제주특별자치도 제주시 한림읍 한림로 181,33.3864136,126.2273431,y,0,http://www.instagram.com/singsingeat,244,,0,0,2,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,488,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012631,음식점,안녕협재씨,국문,안녕협재씨,,제주특별자치도 제주시 한림읍 협재리 1450-1,제주특별자치도 제주시 한림읍 협재1길 55,33.3989739,126.2454361,y,0,http://www.instagram.com/hihyeopjae,185,,0,0,4,0,0,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,370,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012632,음식점,애월은혜전복,국문,애월은혜전복,,제주특별자치도 제주시 애월읍 애월리 2528,제주특별자치도 제주시 애월읍 애월로1길 24-3,33.4629304,126.3102157,y,0,,392,,0,0,2,0,0,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,784,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010924,테마여행,withコロナの旅におススメの宿3選,일문,withコロナの旅におススメの宿3選,,,,,,y,0,,992,,0,0,0,0,0,,,,m,y,,,,y,m,m,y,,,y,,,y,,,2020-12-09,round7710,2020-12-06,round7710,2023-03-15,0,1984,,,n,,,,2020-12-06,n,n,n,y,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010925,테마여행,バラエティ豊かなチェジュ島のグルメ通り,일문,バラエティ豊かなチェジュ島のグルメ通り,,,,,,y,0,,1876,,0,0,0,0,0,,,,m,y,,,,y,m,m,y,,,y,,,y,,,2020-12-09,round7710,2020-12-06,round7710,2023-03-14,2,3752,,,n,,,,2020-12-06,n,n,n,y,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010930,쇼핑,그릇이야기 최작,국문,그릇이야기 최작,,,,,,y,0,,0,,0,0,0,0,0,y,y,n,w,y,,,,,m,m,m,,,,,,,,,,iamsunon,2020-12-07,iamsunon,2022-02-14,0,,,,n,2020-12-07,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010934,테마여행,州的幸之旅,중문간체,州的幸之旅,,,,,,y,0,,349,,0,0,0,0,0,,,,m,y,,,y,,m,y,m,,y,,,y,,,2020-12-16,,round7710,2020-12-07,round7710,2023-03-15,0,698,,,n,,,2020-12-07,,n,n,y,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010936,테마여행,감귤향기 가득한 벽화마을 <신천리>,국문,감귤향기 가득한 벽화마을 <신천리>,,,,,,y,0,,2498,,2,0,0,0,0,y,y,y,y,y,2020-12-08,,,,m,m,m,,,,,,,,,,jto20201207,2020-12-07,jto20201207,2023-03-15,1,5002,,,n,2020-12-07,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010937,테마여행,"바다에는 옥돔, 땅에는 감귤이 가득한 마을 <태흥리>",국문,"바다에는 옥돔, 땅에는 감귤이 가득한 마을 <태흥리>",,,,,,y,0,,1689,,3,0,0,0,0,y,y,y,y,y,2020-12-08,,,,m,m,m,,,,,,,,,,jto20201207,2020-12-07,jto20201207,2023-03-15,3,3387,,,n,2020-12-07,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010939,음식점,zzz제주흑돼지,국문,,,제주특별자치도 제주시 연동 302-3 1층 zzz제주흑돼지,제주특별자치도 제주시 신대로 104 (연동) 1층 zzz제주흑돼지,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2020-12-09,anonymous,2020-12-09,0,,,-,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010945,테마여행,可以欣賞油菜花的濟州酒店,중문번체,可以欣賞油菜花的濟州酒店,,,,,,y,0,,155,,0,0,0,0,0,,,,m,y,,,,,m,m,m,,,,,,,,,,round7710,2020-12-10,round7710,2023-03-05,0,310,,,n,,,,,n,n,n,n,0,y,,y,m,y,,y,,2020-12-16,,2020-12-10,,y,n
CNTS_200000000010916,테마여행,Three Village Tours for Unique Jeju Experiences,영문,Three Village Tours for Unique Jeju Experiences,,,,,,y,0,,1008,,0,0,0,0,0,,,,m,y,,y,,,y,m,m,y,,,y,,,2020-12-04,,,round7710,2020-12-03,round7710,2023-03-13,0,2016,,,n,,2020-12-03,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010917,테마여행,Four Jeju Hotels Perfect for Viewing Canola Flowers,영문,Four Jeju Hotels Perfect for Viewing Canola Flowers,,,,,,y,0,,848,,0,0,0,0,0,,,,m,y,,y,,,y,m,m,y,,,y,,,2020-12-07,,,round7710,2020-12-04,round7710,2023-03-14,0,1696,,,n,,2020-12-04,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010919,테마여행,Tasty Muslim-Friendly Restaurants on Jeju in 2020,영문,Tasty Muslim-Friendly Restaurants on Jeju in 2020,,,,,,y,0,,1488,,0,0,1,0,0,,,,m,y,,y,,,y,m,m,y,,,y,,,2020-12-07,,,round7710,2020-12-04,round7710,2023-03-15,0,2976,,,n,,2020-12-04,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010954,쇼핑,수망912,국문,,,제주특별자치도 서귀포시 남원읍 수망리 912 ,제주특별자치도 서귀포시 남원읍 서성로 956-135 (수망리) ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2020-12-16,anonymous,2020-12-16,0,,,-,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011955,테마여행,자연 생태계의 보고 <제주 숲으로 떠나는 산책길>,국문,자연 생태계의 보고 <제주 숲으로 떠나는 산책길>,,,,,,y,0,,3795,,1,0,0,0,0,y,y,y,y,y,2021-09-15,,y,y,m,y,y,,y,y,,y,y,,2021-12-27,2021-12-15,eukomai,2021-09-09,eukomai,2023-03-15,1,7593,,,n,2021-09-09,,2021-12-27,2021-12-15,y,n,y,y,0,y,,y,m,y,,y,,2021-12-27,,2021-12-27,,y,n
CNTS_200000000012643,음식점,토끼문,국문,토끼문,,제주특별자치도 제주시 구좌읍 월정리 544,제주특별자치도 제주시 구좌읍 해맞이해안로 456,33.5559001,126.7955759,y,0,http://www.instagram.com/cafe_tokimoon,352,,0,0,1,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,704,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011033,숙박,빌라비하우스,국문,빌라비하우스,,제주특별자치도 서귀포시 색달동 2290-2,제주특별자치도 서귀포시 색달로64번길 51,33.2814107,126.4111118,y,0,,1778,,1,0,1,0,0,y,y,y,y,y,2021-01-19,y,,,y,m,m,y,,,y,,,2021-02-19,,,iamsunon,2021-01-19,iamsunon,2023-03-13,2,3559,,,n,2021-01-19,2021-02-19,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012650,음식점,오현불백,국문,오현불백,,제주특별자치도 제주시 일도이동 1028-32,제주특별자치도 제주시 성지로 58-2,33.5110174,126.5296752,y,0,,401,,0,0,0,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,802,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012654,음식점,예산가마솥장수촌설렁탕,국문,예산가마솥장수촌설렁탕,,제주특별자치도 제주시 아라일동 6036-2,제주특별자치도 제주시 구남동8길 53,33.4853898,126.5357927,y,0,,337,,0,0,0,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,674,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012664,음식점,뷰스트,국문,뷰스트,,제주특별자치도 서귀포시 안덕면 사계리 2147-2,제주특별자치도 서귀포시 안덕면 형제해안로 30,33.2278135,126.303557,y,0,http://www.instagram.com/viewst.jeju,246,,0,0,1,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,492,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011393,쇼핑,HAN 컬렉션,국문,HAN 컬렉션,,제주특별자치도 제주시 노형동 925,제주특별자치도 제주시 노연로 12,33.4852786,126.4814609,y,0,,2896,,2,0,8,0,0,y,y,y,y,y,2021-04-23,y,,,y,m,m,y,,,y,,,2021-04-26,,,anonymous,2021-04-21,anonymous,2023-03-15,2,5798,,63082,n,,2021-04-26,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012665,음식점,수애기베이커리,국문,수애기베이커리,,제주특별자치도 서귀포시 대정읍 동일리 3132,제주특별자치도 서귀포시 대정읍 동일하모로98번길 48-59,33.2232998,126.2443311,y,0,,246,,1,0,1,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,1,495,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010801,관광지,질그랭이센터,국문,질그랭이센터,,제주특별자치도 제주시 구좌읍 세화리 3641-10,제주특별자치도 제주시 구좌읍 세평항로 46-9,33.4895966,126.8316644,y,0,,3464,,2,0,3,0,0,y,y,y,y,y,2020-11-03,,,,m,m,m,,,,,,,,,,iamsunon,2020-11-03,iamsunon,2023-03-15,5,6934,,,n,2020-11-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011379,음식점,그랜드 키친,국문,그랜드 키친,,제주특별자치도 제주시 노형동 925,제주특별자치도 제주시 노연로 12,33.4852786,126.4814609,y,0,,1250,,0,0,2,0,0,y,y,y,y,y,2021-04-20,y,,,y,m,m,y,,,y,,,2021-04-26,,,anonymous,2021-04-19,anonymous,2023-03-14,2,2500,,63082,n,,2021-04-26,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012157,음식점,하늘창고,국문,하늘창고,,제주특별자치도 제주시 조천읍 선흘리 1265-4,제주특별자치도 제주시 조천읍 중산간동로 1301,33.510053,126.7064461,y,0,,499,,0,0,0,0,0,y,y,y,y,y,2021-10-27,,,,m,m,m,,,,,,,,,,anonymous,2021-10-23,anonymous,2023-03-15,1,998,,63340,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011138,테마여행,[같이가치 제주여행] 05. 뜨거운 태양이 떠오르는 제주 동부와 만나다,국문,[같이가치 제주여행] 05. 뜨거운 태양이 떠오르는 제주 동부와 만나다,,,,,,n,4,,3406,,0,4,1,0,0,y,y,y,y,y,2021-03-05,,,,m,m,m,,,,,,,,,,goeuncnd,2021-02-25,goeuncnd,2023-03-15,1,6832,,,n,2021-02-25,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012671,음식점,카페 라라라,국문,카페 라라라,,제주특별자치도 제주시 구좌읍 세화리 1498-3,제주특별자치도 제주시 구좌읍 해맞이해안로 1430,33.5248808,126.8580469,n,0,http://www.instagram.com/invites/contact/i=6lnkovmxzivo&utm_content=3y5h7ut,247,,0,0,1,0,0,y,y,y,y,y,2022-01-28,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-03,goeuncnd,2023-03-15,0,494,,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012701,음식점,온오프,국문,온오프,,제주특별자치도 제주시 우도면 연평리 690,제주특별자치도 제주시 우도면 우도해안길 876,33.5129211,126.9615353,y,0,http://www.instagram.com/udo_onoff,185,,0,0,3,0,0,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,1,370,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012706,음식점,만월당,국문,만월당,,제주특별자치도 제주시 구좌읍 월정리 591-1,제주특별자치도 제주시 구좌읍 월정1길 56,33.5561414,126.7930377,y,0,http://www.instagram.com/manwoldanginjeju,422,,0,0,3,0,0,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,844,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011380,음식점,델리,국문,델리,,제주특별자치도 제주시 노형동 925,제주특별자치도 제주시 노연로 12,33.4852786,126.4814609,y,0,,1082,,0,0,1,0,0,y,y,y,y,y,2021-04-20,y,,,y,m,m,y,,,y,,,2021-04-26,,,anonymous,2021-04-19,anonymous,2023-03-13,0,2164,,63082,n,,2021-04-26,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011502,테마여행,제주마을산책 <성산읍> (하),국문,제주마을산책 <성산읍> (하),,,,,,y,0,,4046,,0,0,0,0,0,y,y,y,y,y,2021-05-07,,y,,m,y,m,,y,,,y,,,2021-06-14,,shaeiou,2021-05-07,shaeiou,2023-03-15,0,8092,,,n,2021-05-07,,2021-06-10,,y,n,y,n,0,y,,y,m,y,,y,,2021-06-14,,2021-06-14,,y,n
CNTS_200000000011653,음식점,동해미락,국문,동해미락,,제주특별자치도 서귀포시 서귀동 72-1,제주특별자치도 서귀포시 칠십리로 133,33.2436722,126.5683032,y,5,,1773,,8,1,8,0,1,y,y,y,y,y,2021-06-30,,,,m,m,m,,,,,,,,,,anonymous,2021-06-28,anonymous,2023-03-15,10,3575,,63596,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012710,음식점,더클리프,국문,더클리프,,제주특별자치도 서귀포시 색달동 2950-17,제주특별자치도 서귀포시 중문관광로 154-17,33.2814107,126.4111118,y,5,http://blog.naver.com/thecliffjeju,261,,0,1,9,0,1,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,527,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012714,음식점,춘심이네 본점,국문,춘심이네 본점,,제주특별자치도 서귀포시 안덕면 창천리 160-3,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,33.2647393,126.3705871,y,1,,2138,,0,0,8,0,0,y,y,y,y,y,2022-01-12,y,,,y,m,m,y,,,y,,,2022-07-07,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,2,4276,,,n,2022-01-04,2022-07-07,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012720,음식점,바다가는길,국문,바다가는길,,제주특별자치도 서귀포시 서홍동 707-5,제주특별자치도 서귀포시 남성중로 40,33.2392231,126.5586562,y,0,,86,,0,0,0,0,0,y,y,y,y,y,2022-01-12,,,,m,m,m,,,,,,,,,,goeuncnd,2022-01-04,goeuncnd,2023-03-15,0,172,,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010798,관광지,휘닉스 르쏠레이테라피,국문,휘닉스 르쏠레이테라피,,제주특별자치도 서귀포시 성산읍 고성리 127-2,제주특별자치도 서귀포시 성산읍 섭지코지로 107 휘닉스제주아일랜드리조트 블루동 1층,33.4306514,126.9269847,y,0,,3124,,7,0,6,0,0,y,y,y,y,y,2020-11-03,,,,m,m,m,,,,,,,,,,iamsunon,2020-11-03,iamsunon,2023-03-14,9,6269,,,n,2020-11-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
